title,table_number,domain,endpoint_short,category,subgroup_values,interaction_p
Table 301.1.3004.29.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Body Image by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Body Image,Sex,"Male, Female",0.2243
Table 301.1.3004.29.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Body Image by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Body Image,Region,"Asia, Non-Asia",0.9558
Table 301.1.3004.29.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Body Image by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Body Image,Number of Organs with Metastatic Sites,"0-2, >=3",0.2701
Table 301.1.3004.30.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Trouble Swallowing Saliva by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Swallowing Saliva,Age Group 1,"<=65 years, >65 years",0.0076
Table 301.1.3004.30.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Trouble Swallowing Saliva by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Swallowing Saliva,Sex,"Male, Female",0.5744
Table 301.1.3004.30.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Trouble Swallowing Saliva by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Swallowing Saliva,Region,"Asia, Non-Asia",0.6673
Table 301.1.3004.30.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Trouble Swallowing Saliva by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Swallowing Saliva,Number of Organs with Metastatic Sites,"0-2, >=3",0.3565
Table 301.1.3004.31.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Choked When Swallowing Score by Subgroups (MID=10) - Full,3004,PRO,TTFD: Choking,Age Group 1,"<=65 years, >65 years",0.0116
Table 301.1.3004.31.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Choked When Swallowing Score by Subgroups (MID=10) - Full,3004,PRO,TTFD: Choking,Sex,"Male, Female",0.575
Table 301.1.3004.31.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Choked When Swallowing Score by Subgroups (MID=10) - Full,3004,PRO,TTFD: Choking,Region,"Asia, Non-Asia",0.7357
Table 301.1.3004.31.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Choked When Swallowing Score by Subgroups (MID=10) - Full,3004,PRO,TTFD: Choking,Number of Organs with Metastatic Sites,"0-2, >=3",0.0995
Table 301.1.3004.32.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Trouble with Coughing by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Coughing,Age Group 1,"<=65 years, >65 years",0.1398
Table 301.1.3004.32.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Trouble with Coughing by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Coughing,Sex,"Male, Female",0.6948
Table 301.1.3004.32.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Trouble with Coughing by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Coughing,Region,"Asia, Non-Asia",0.7798
Table 301.1.3004.32.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Trouble with Coughing by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Coughing,Number of Organs with Metastatic Sites,"0-2, >=3",0.255
Table 301.1.3004.33.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Trouble Talking by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Trouble Talking,Age Group 1,"<=65 years, >65 years",0.009
Table 301.1.3004.33.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Trouble Talking by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Trouble Talking,Sex,"Male, Female",0.8368
Table 301.1.3004.33.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Trouble Talking by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Trouble Talking,Region,"Asia, Non-Asia",0.9481
Table 301.1.3004.33.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Trouble Talking by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Trouble Talking,Number of Organs with Metastatic Sites,"0-2, >=3",0.363
Table 301.1.3004.34.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Weight Loss by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Weight Loss,Age Group 1,"<=65 years, >65 years",0.4575
Table 301.1.3004.34.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Weight Loss by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Weight Loss,Sex,"Male, Female",0.3407
Table 301.1.3004.34.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Weight Loss by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Weight Loss,Region,"Asia, Non-Asia",0.9629
Table 301.1.3004.34.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Weight Loss by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Weight Loss,Number of Organs with Metastatic Sites,"0-2, >=3",0.1838
Table 301.1.3004.35.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Hair Loss by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Hair Loss,Age Group 1,"<=65 years, >65 years",0.6307
Table 301.1.3004.35.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Hair Loss by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Hair Loss,Sex,"Male, Female",0.1384
Table 301.1.3004.35.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Hair Loss by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Hair Loss,Region,"Asia, Non-Asia",0.813
Table 301.1.3004.35.2: EORTC QLQ-OG25 - Summary of Time to First Deterioration of Hair Loss by Subgroups (MID=10) - Full Analysis Set,3004,PRO,TTFD: Hair Loss,Number of Organs with Metastatic Sites,"0-2, >=3",0.3152
Table 301.1.3004.4.2: Global Pain - Summary of Time to First Deterioration of PI01 - Pain Intensity by Subgroups (MID=2) - Full Analysis Set,3004,PRO,TTFD: Pain Intensity,Age Group 1,"<=65 years, >65 years",0.2544
Table 301.1.3004.4.2: Global Pain - Summary of Time to First Deterioration of PI01 - Pain Intensity by Subgroups (MID=2) - Full Analysis Set,3004,PRO,TTFD: Pain Intensity,Sex,"Male, Female",0.7895
Table 301.1.3004.4.2: Global Pain - Summary of Time to First Deterioration of PI01 - Pain Intensity by Subgroups (MID=2) - Full Analysis Set,3004,PRO,TTFD: Pain Intensity,Region,"Asia, Non-Asia",0.5904
Table 301.1.3004.4.2: Global Pain - Summary of Time to First Deterioration of PI01 - Pain Intensity by Subgroups (MID=2) - Full Analysis Set,3004,PRO,TTFD: Pain Intensity,Number of Organs with Metastatic Sites,"0-2, >=3",0.4571
Table 301.1.3004.3.2: EQ-5D-5L - Summary of Time to First Deterioration of Visual Analog Scale by Subgroups (MID=15) - Full Analysis Set,3004,PRO,TTFD: EQ-5D VAS,Age Group 1,"<=65 years, >65 years",0.9725
Table 301.1.3004.3.2: EQ-5D-5L - Summary of Time to First Deterioration of Visual Analog Scale by Subgroups (MID=15) - Full Analysis Set,3004,PRO,TTFD: EQ-5D VAS,Sex,"Male, Female",0.9065
Table 301.1.3004.3.2: EQ-5D-5L - Summary of Time to First Deterioration of Visual Analog Scale by Subgroups (MID=15) - Full Analysis Set,3004,PRO,TTFD: EQ-5D VAS,Region,"Asia, Non-Asia",0.6235
Table 301.1.3004.3.2: EQ-5D-5L - Summary of Time to First Deterioration of Visual Analog Scale by Subgroups (MID=15) - Full Analysis Set,3004,PRO,TTFD: EQ-5D VAS,Number of Organs with Metastatic Sites,"0-2, >=3",0.4272
Table 301.1.2001.1.2: Summary and Results of TEAEs by Subgroups - Safety Analysis Set,2001,Safety,Any TEAE,Age Group 1,"<=65 years, >65 years",0.4905
Table 301.1.2001.1.2: Summary and Results of TEAEs by Subgroups - Safety Analysis Set,2001,Safety,Any TEAE,Sex,"Male, Female",0.3405
Table 301.1.2001.1.2: Summary and Results of TEAEs by Subgroups - Safety Analysis Set,2001,Safety,Any TEAE,Region,"Asia, Non-Asia",0.1628
Table 301.1.2001.1.2: Summary and Results of TEAEs by Subgroups - Safety Analysis Set,2001,Safety,Any TEAE,Number of Organs with Metastatic Sites,"0-2, >=3",0.1164
Table 301.1.2001.3.2: Summary and Results of Severe TEAEs by Subgroups - Safety Analysis Set,2001,Safety,Any TEAE,Age Group 1,"<=65 years, >65 years",0.8946
Table 301.1.2001.3.2: Summary and Results of Severe TEAEs by Subgroups - Safety Analysis Set,2001,Safety,Any TEAE,Sex,"Male, Female",0.6182
Table 301.1.2001.3.2: Summary and Results of Severe TEAEs by Subgroups - Safety Analysis Set,2001,Safety,Any TEAE,Region,"Asia, Non-Asia",0.1096
Table 301.1.2001.3.2: Summary and Results of Severe TEAEs by Subgroups - Safety Analysis Set,2001,Safety,Any TEAE,Number of Organs with Metastatic Sites,"0-2, >=3",0.6923
Table 301.1.2001.4.2: Summary and Results of TESAEs by Subgroups - Safety Analysis Set,2001,Safety,TESAE (overall),Age Group 1,"<=65 years, >65 years",0.863
Table 301.1.2001.4.2: Summary and Results of TESAEs by Subgroups - Safety Analysis Set,2001,Safety,TESAE (overall),Sex,"Male, Female",0.6326
Table 301.1.2001.4.2: Summary and Results of TESAEs by Subgroups - Safety Analysis Set,2001,Safety,TESAE (overall),Region,"Asia, Non-Asia",0.5316
Table 301.1.2001.4.2: Summary and Results of TESAEs by Subgroups - Safety Analysis Set,2001,Safety,TESAE (overall),Number of Organs with Metastatic Sites,"0-2, >=3",0.8781
Table 301.1.2001.5.2: Summary and Results of Permanent Treatment Discontinuation due to TEAEs by Subgroups - Safety Analysis Set,2001,Safety,Any TEAE,Age Group 1,"<=65 years, >65 years",0.8095
Table 301.1.2001.5.2: Summary and Results of Permanent Treatment Discontinuation due to TEAEs by Subgroups - Safety Analysis Set,2001,Safety,Any TEAE,Sex,"Male, Female",0.3808
Table 301.1.2001.5.2: Summary and Results of Permanent Treatment Discontinuation due to TEAEs by Subgroups - Safety Analysis Set,2001,Safety,Any TEAE,Region,"Asia, Non-Asia",0.3109
Table 301.1.2001.5.2: Summary and Results of Permanent Treatment Discontinuation due to TEAEs by Subgroups - Safety Analysis Set,2001,Safety,Any TEAE,Number of Organs with Metastatic Sites,"0-2, >=3",0.5572
Table 301.1.2001.10.2: Summary and Results of TEAEs by Subgroups - Thrombocytopenia (PT),2001,Safety,TEAE – Thrombocytopenia,Age Group 1,"<=65 years, >65 years",0.6932
Table 301.1.2001.10.2: Summary and Results of TEAEs by Subgroups - Thrombocytopenia (PT),2001,Safety,TEAE – Thrombocytopenia,Sex,"Male, Female",0.7831
Table 301.1.2001.10.2: Summary and Results of TEAEs by Subgroups - Thrombocytopenia (PT),2001,Safety,TEAE – Thrombocytopenia,Region,"Asia, Non-Asia",0.9812
Table 301.1.2001.10.2: Summary and Results of TEAEs by Subgroups - Thrombocytopenia (PT),2001,Safety,TEAE – Thrombocytopenia,Number of Organs with Metastatic Sites,"0-2, >=3",0.143
Table 301.1.2001.13.2: Summary and Results of TEAEs by Subgroups - Tachycardia (PT),2001,Safety,TEAE – Tachycardia,Region,"Asia, Non-Asia",0.9939
Table 301.1.2001.19.2: Summary and Results of TEAEs by Subgroups - Gastrointestinal Disorders (SOC),2001,Safety,TEAE – GI Disorders,Age Group 1,"<=65 years, >65 years",0.9855
Table 301.1.2001.19.2: Summary and Results of TEAEs by Subgroups - Gastrointestinal Disorders (SOC),2001,Safety,TEAE – GI Disorders,Sex,"Male, Female",0.2164
Table 301.1.2001.19.2: Summary and Results of TEAEs by Subgroups - Gastrointestinal Disorders (SOC),2001,Safety,TEAE – GI Disorders,Region,"Asia, Non-Asia",0.1603
Table 301.1.2001.19.2: Summary and Results of TEAEs by Subgroups - Gastrointestinal Disorders (SOC),2001,Safety,TEAE – GI Disorders,Number of Organs with Metastatic Sites,"0-2, >=3",0.3109
Table 301.1.2001.33.2: Summary and Results of TEAEs by Subgroups - Nausea (PT),2001,Safety,TEAE – Nausea (PT),Age Group 1,"<=65 years, >65 years",0.107
Table 301.1.2001.33.2: Summary and Results of TEAEs by Subgroups - Nausea (PT),2001,Safety,TEAE – Nausea (PT),Sex,"Male, Female",0.0975
Table 301.1.2001.33.2: Summary and Results of TEAEs by Subgroups - Nausea (PT),2001,Safety,TEAE – Nausea (PT),Region,"Asia, Non-Asia",0.4532
Table 301.1.2001.33.2: Summary and Results of TEAEs by Subgroups - Nausea (PT),2001,Safety,TEAE – Nausea (PT),Number of Organs with Metastatic Sites,"0-2, >=3",0.4221
Table 301.1.2001.34.2: Summary and Results of TEAEs by Subgroups - Salivary Hypersecretion (PT),2001,Safety,TEAE – Salivary Hypersecr.,Region,"Asia, Non-Asia",0.9936
Table 301.1.2001.34.2: Summary and Results of TEAEs by Subgroups - Salivary Hypersecretion (PT),2001,Safety,TEAE – Salivary Hypersecr.,Number of Organs with Metastatic Sites,"0-2, >=3",0.994
Table 301.1.2001.37.2: Summary and Results of TEAEs by Subgroups - Vomiting (PT),2001,Safety,TEAE – Vomiting (PT),Age Group 1,"<=65 years, >65 years",0.4949
Table 301.1.2001.37.2: Summary and Results of TEAEs by Subgroups - Vomiting (PT),2001,Safety,TEAE – Vomiting (PT),Sex,"Male, Female",0.6872
Table 301.1.2001.37.2: Summary and Results of TEAEs by Subgroups - Vomiting (PT),2001,Safety,TEAE – Vomiting (PT),Region,"Asia, Non-Asia",0.7147
Table 301.1.2001.37.2: Summary and Results of TEAEs by Subgroups - Vomiting (PT),2001,Safety,TEAE – Vomiting (PT),Number of Organs with Metastatic Sites,"0-2, >=3",0.2338
Table 301.1.2001.45.2: Summary and Results of TEAEs by Subgroups - Malaise (PT),2001,Safety,TEAE – Malaise,Age Group 1,"<=65 years, >65 years",0.912
Table 301.1.2001.45.2: Summary and Results of TEAEs by Subgroups - Malaise (PT),2001,Safety,TEAE – Malaise,Sex,"Male, Female",0.9265
Table 301.1.2001.45.2: Summary and Results of TEAEs by Subgroups - Malaise (PT),2001,Safety,TEAE – Malaise,Region,"Asia, Non-Asia",0.435
Table 301.1.2001.45.2: Summary and Results of TEAEs by Subgroups - Malaise (PT),2001,Safety,TEAE – Malaise,Number of Organs with Metastatic Sites,"0-2, >=3",0.1176
Table 301.1.2001.48.2: Summary and Results of TEAEs by Subgroups - Oedema Peripheral (PT),2001,Safety,TEAE – Oedema Periph.,Age Group 1,"<=65 years, >65 years",0.0484
Table 301.1.2001.48.2: Summary and Results of TEAEs by Subgroups - Oedema Peripheral (PT),2001,Safety,TEAE – Oedema Periph.,Sex,"Male, Female",0.247
Table 301.1.2001.48.2: Summary and Results of TEAEs by Subgroups - Oedema Peripheral (PT),2001,Safety,TEAE – Oedema Periph.,Region,"Asia, Non-Asia",0.1262
Table 301.1.2001.48.2: Summary and Results of TEAEs by Subgroups - Oedema Peripheral (PT),2001,Safety,TEAE – Oedema Periph.,Number of Organs with Metastatic Sites,"0-2, >=3",0.5573
Table 301.1.2001.58.2: Summary and Results of TEAEs by Subgroups - Oral Candidiasis (PT),2001,Safety,TEAE – Oral Candidiasis,Age Group 1,"<=65 years, >65 years",0.2342
Table 301.1.2001.58.2: Summary and Results of TEAEs by Subgroups - Oral Candidiasis (PT),2001,Safety,TEAE – Oral Candidiasis,Sex,"Male, Female",0.8481
Table 301.1.2001.58.2: Summary and Results of TEAEs by Subgroups - Oral Candidiasis (PT),2001,Safety,TEAE – Oral Candidiasis,Region,"Asia, Non-Asia",0.4893
Table 301.1.2001.58.2: Summary and Results of TEAEs by Subgroups - Oral Candidiasis (PT),2001,Safety,TEAE – Oral Candidiasis,Number of Organs with Metastatic Sites,"0-2, >=3",0.9917
Table 301.1.2001.77.2: Summary and Results of TEAEs by Subgroups - Metabolism And Nutrition Disorders (SOC),2001,Safety,TEAE – Metabolism,Age Group 1,"<=65 years, >65 years",0.9078
Table 301.1.2001.77.2: Summary and Results of TEAEs by Subgroups - Metabolism And Nutrition Disorders (SOC),2001,Safety,TEAE – Metabolism,Sex,"Male, Female",0.5132
Table 301.1.2001.77.2: Summary and Results of TEAEs by Subgroups - Metabolism And Nutrition Disorders (SOC),2001,Safety,TEAE – Metabolism,Region,"Asia, Non-Asia",0.8203
Table 301.1.2001.77.2: Summary and Results of TEAEs by Subgroups - Metabolism And Nutrition Disorders (SOC),2001,Safety,TEAE – Metabolism,Number of Organs with Metastatic Sites,"0-2, >=3",0.725
Table 301.1.2001.78.2: Summary and Results of TEAEs by Subgroups - Decreased Appetite (PT),2001,Safety,TEAE – Dec. Appetite,Age Group 1,"<=65 years, >65 years",0.6442
Table 301.1.2001.78.2: Summary and Results of TEAEs by Subgroups - Decreased Appetite (PT),2001,Safety,TEAE – Dec. Appetite,Sex,"Male, Female",0.3057
Table 301.1.2001.78.2: Summary and Results of TEAEs by Subgroups - Decreased Appetite (PT),2001,Safety,TEAE – Dec. Appetite,Region,"Asia, Non-Asia",0.9901
Table 301.1.2001.78.2: Summary and Results of TEAEs by Subgroups - Decreased Appetite (PT),2001,Safety,TEAE – Dec. Appetite,Number of Organs with Metastatic Sites,"0-2, >=3",0.4489
Table 301.1.2001.81.2: Summary and Results of TEAEs by Subgroups - Hypoalbuminaemia (PT),2001,Safety,TEAE – Hypoalb.,Age Group 1,"<=65 years, >65 years",0.7398
Table 301.1.2001.81.2: Summary and Results of TEAEs by Subgroups - Hypoalbuminaemia (PT),2001,Safety,TEAE – Hypoalb.,Sex,"Male, Female",0.0242
Table 301.1.2001.81.2: Summary and Results of TEAEs by Subgroups - Hypoalbuminaemia (PT),2001,Safety,TEAE – Hypoalb.,Region,"Asia, Non-Asia",0.9236
Table 301.1.2001.81.2: Summary and Results of TEAEs by Subgroups - Hypoalbuminaemia (PT),2001,Safety,TEAE – Hypoalb.,Number of Organs with Metastatic Sites,"0-2, >=3",0.3201
Table 301.1.2001.82.2: Summary and Results of TEAEs by Subgroups - Hypocalcaemia (PT),2001,Safety,TEAE – Hypocalc.,Age Group 1,"<=65 years, >65 years",0.2729
Table 301.1.2001.82.2: Summary and Results of TEAEs by Subgroups - Hypocalcaemia (PT),2001,Safety,TEAE – Hypocalc.,Sex,"Male, Female",0.6978
Table 301.1.2001.82.2: Summary and Results of TEAEs by Subgroups - Hypocalcaemia (PT),2001,Safety,TEAE – Hypocalc.,Region,"Asia, Non-Asia",0.2791
Table 301.1.2001.82.2: Summary and Results of TEAEs by Subgroups - Hypocalcaemia (PT),2001,Safety,TEAE – Hypocalc.,Number of Organs with Metastatic Sites,"0-2, >=3",0.8999
Table 301.1.2001.90.2: Summary and Results of TEAEs by Subgroups - Flank Pain (PT),2001,Safety,TEAE – Flank Pain,Number of Organs with Metastatic Sites,"0-2, >=3",0.9996
Table 301.1.2001.114.2: Summary and Results of TEAEs by Subgroups - Dysuria (PT),2001,Safety,TEAE – Dysuria,Age Group 1,"<=65 years, >65 years",0.99
Table 301.1.2001.114.2: Summary and Results of TEAEs by Subgroups - Dysuria (PT),2001,Safety,TEAE – Dysuria,Sex,"Male, Female",0.7533
Table 301.1.2001.114.2: Summary and Results of TEAEs by Subgroups - Dysuria (PT),2001,Safety,TEAE – Dysuria,Region,"Asia, Non-Asia",0.811
Table 301.1.2001.114.2: Summary and Results of TEAEs by Subgroups - Dysuria (PT),2001,Safety,TEAE – Dysuria,Number of Organs with Metastatic Sites,"0-2, >=3",0.9932
Table 301.1.2001.123.2: Summary and Results of TEAEs by Subgroups - Oropharyngeal Pain (PT),2001,Safety,TEAE – Oropharyngeal Pain,Age Group 1,"<=65 years, >65 years",0.7113
Table 301.1.2001.123.2: Summary and Results of TEAEs by Subgroups - Oropharyngeal Pain (PT),2001,Safety,TEAE – Oropharyngeal Pain,Sex,"Male, Female",0.9899
Table 301.1.2001.123.2: Summary and Results of TEAEs by Subgroups - Oropharyngeal Pain (PT),2001,Safety,TEAE – Oropharyngeal Pain,Region,"Asia, Non-Asia",0.7829
Table 301.1.2001.123.2: Summary and Results of TEAEs by Subgroups - Oropharyngeal Pain (PT),2001,Safety,TEAE – Oropharyngeal Pain,Number of Organs with Metastatic Sites,"0-2, >=3",0.4707
Table 301.1.2001.171.2: Summary and Results of Severe TEAEs by Subgroups - Gastrointestinal Disorders (SOC),2001,Safety,Severe – GI Disorders,Age Group 1,"<=65 years, >65 years",0.4473
Table 301.1.2001.171.2: Summary and Results of Severe TEAEs by Subgroups - Gastrointestinal Disorders (SOC),2001,Safety,Severe – GI Disorders,Sex,"Male, Female",0.3011
Table 301.1.2001.171.2: Summary and Results of Severe TEAEs by Subgroups - Gastrointestinal Disorders (SOC),2001,Safety,Severe – GI Disorders,Region,"Asia, Non-Asia",0.1209
Table 301.1.2001.171.2: Summary and Results of Severe TEAEs by Subgroups - Gastrointestinal Disorders (SOC),2001,Safety,Severe – GI Disorders,Number of Organs with Metastatic Sites,"0-2, >=3",0.9472
Table 301.1.2001.176.2: Summary and Results of Severe TEAEs by Subgroups - Nausea (PT),2001,Safety,Severe – Nausea (PT),Age Group 1,"<=65 years, >65 years",0.3353
Table 301.1.2001.176.2: Summary and Results of Severe TEAEs by Subgroups - Nausea (PT),2001,Safety,Severe – Nausea (PT),Sex,"Male, Female",0.7141
Table 301.1.2001.176.2: Summary and Results of Severe TEAEs by Subgroups - Nausea (PT),2001,Safety,Severe – Nausea (PT),Region,"Asia, Non-Asia",0.2087
Table 301.1.2001.176.2: Summary and Results of Severe TEAEs by Subgroups - Nausea (PT),2001,Safety,Severe – Nausea (PT),Number of Organs with Metastatic Sites,"0-2, >=3",0.2395
Table 301.1.2001.178.2: Summary and Results of Severe TEAEs by Subgroups - Vomiting (PT),2001,Safety,Severe – Vomiting (PT),Age Group 1,"<=65 years, >65 years",0.2916
Table 301.1.2001.178.2: Summary and Results of Severe TEAEs by Subgroups - Vomiting (PT),2001,Safety,Severe – Vomiting (PT),Sex,"Male, Female",0.4647
Table 301.1.2001.178.2: Summary and Results of Severe TEAEs by Subgroups - Vomiting (PT),2001,Safety,Severe – Vomiting (PT),Region,"Asia, Non-Asia",0.5905
Table 301.1.2001.178.2: Summary and Results of Severe TEAEs by Subgroups - Vomiting (PT),2001,Safety,Severe – Vomiting (PT),Number of Organs with Metastatic Sites,"0-2, >=3",0.2223
Table 301.1.2001.180.2: Summary and Results of Severe TEAEs by Subgroups - Asthenia (PT),2001,Safety,Severe – Asthenia,Age Group 1,"<=65 years, >65 years",0.3089
Table 301.1.2001.180.2: Summary and Results of Severe TEAEs by Subgroups - Asthenia (PT),2001,Safety,Severe – Asthenia,Sex,"Male, Female",0.1398
Table 301.1.2001.180.2: Summary and Results of Severe TEAEs by Subgroups - Asthenia (PT),2001,Safety,Severe – Asthenia,Region,"Asia, Non-Asia",0.3057
Table 301.1.2001.180.2: Summary and Results of Severe TEAEs by Subgroups - Asthenia (PT),2001,Safety,Severe – Asthenia,Number of Organs with Metastatic Sites,"0-2, >=3",0.564
Table 301.1.2001.190.2: Summary and Results of Severe TEAEs by Subgroups - Metabolism And Nutrition Disorders (SOC),2001,Safety,Severe – Metabolism,Age Group 1,"<=65 years, >65 years",0.7363
Table 301.1.2001.190.2: Summary and Results of Severe TEAEs by Subgroups - Metabolism And Nutrition Disorders (SOC),2001,Safety,Severe – Metabolism,Sex,"Male, Female",0.6678
Table 301.1.2001.190.2: Summary and Results of Severe TEAEs by Subgroups - Metabolism And Nutrition Disorders (SOC),2001,Safety,Severe – Metabolism,Region,"Asia, Non-Asia",0.0461
Table 301.1.2001.190.2: Summary and Results of Severe TEAEs by Subgroups - Metabolism And Nutrition Disorders (SOC),2001,Safety,Severe – Metabolism,Number of Organs with Metastatic Sites,"0-2, >=3",0.7686
Table 301.1.2001.192.2: Summary and Results of Severe TEAEs by Subgroups - Hypoalbuminaemia (PT),2001,Safety,Severe – Hypoalb.,Age Group 1,"<=65 years, >65 years",0.9918
Table 301.1.2001.192.2: Summary and Results of Severe TEAEs by Subgroups - Hypoalbuminaemia (PT),2001,Safety,Severe – Hypoalb.,Region,"Asia, Non-Asia",0.9994
Table 301.1.2001.192.2: Summary and Results of Severe TEAEs by Subgroups - Hypoalbuminaemia (PT),2001,Safety,Severe – Hypoalb.,Number of Organs with Metastatic Sites,"0-2, >=3",0.9932
Table 301.1.2001.205.2: Summary and Results of TEAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,TEAE – Abd. Pain (AESI),Age Group 1,"<=65 years, >65 years",0.3453
Table 301.1.2001.205.2: Summary and Results of TEAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,TEAE – Abd. Pain (AESI),Sex,"Male, Female",0.5906
Table 301.1.2001.205.2: Summary and Results of TEAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,TEAE – Abd. Pain (AESI),Region,"Asia, Non-Asia",0.7864
Table 301.1.2001.205.2: Summary and Results of TEAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,TEAE – Abd. Pain (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.4838
Table 301.1.2001.206.2: Summary and Results of TEAEs by Subgroups - Anemia (AESI),2001,Safety,TEAE – Anemia (AESI),Age Group 1,"<=65 years, >65 years",0.4248
Table 301.1.2001.206.2: Summary and Results of TEAEs by Subgroups - Anemia (AESI),2001,Safety,TEAE – Anemia (AESI),Sex,"Male, Female",0.3443
Table 301.1.2001.206.2: Summary and Results of TEAEs by Subgroups - Anemia (AESI),2001,Safety,TEAE – Anemia (AESI),Region,"Asia, Non-Asia",0.6218
Table 301.1.2001.206.2: Summary and Results of TEAEs by Subgroups - Anemia (AESI),2001,Safety,TEAE – Anemia (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.311
Table 301.1.2001.207.2: Summary and Results of TEAEs by Subgroups - Hypersensitivity Reactions (AESI),2001,Safety,TEAE – Hypersens. (AESI),Age Group 1,"<=65 years, >65 years",0.8625
Table 301.1.2001.207.2: Summary and Results of TEAEs by Subgroups - Hypersensitivity Reactions (AESI),2001,Safety,TEAE – Hypersens. (AESI),Sex,"Male, Female",0.0944
Table 301.1.2001.207.2: Summary and Results of TEAEs by Subgroups - Hypersensitivity Reactions (AESI),2001,Safety,TEAE – Hypersens. (AESI),Region,"Asia, Non-Asia",0.8752
Table 301.1.2001.207.2: Summary and Results of TEAEs by Subgroups - Hypersensitivity Reactions (AESI),2001,Safety,TEAE – Hypersens. (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.1193
Table 301.1.2001.208.2: Summary and Results of TEAEs by Subgroups - Infusion Related Reaction (AESI),2001,Safety,TEAE – IRR (AESI),Age Group 1,"<=65 years, >65 years",0.0168
Table 301.1.2001.208.2: Summary and Results of TEAEs by Subgroups - Infusion Related Reaction (AESI),2001,Safety,TEAE – IRR (AESI),Sex,"Male, Female",0.6868
Table 301.1.2001.208.2: Summary and Results of TEAEs by Subgroups - Infusion Related Reaction (AESI),2001,Safety,TEAE – IRR (AESI),Region,"Asia, Non-Asia",0.0158
Table 301.1.2001.208.2: Summary and Results of TEAEs by Subgroups - Infusion Related Reaction (AESI),2001,Safety,TEAE – IRR (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.08
Table 301.1.2001.209.2: Summary and Results of TEAEs by Subgroups - Nausea (AESI),2001,Safety,TEAE – Nausea (AESI),Age Group 1,"<=65 years, >65 years",0.107
Table 301.1.2001.209.2: Summary and Results of TEAEs by Subgroups - Nausea (AESI),2001,Safety,TEAE – Nausea (AESI),Sex,"Male, Female",0.0975
